zipcode,rate
93464,221.63
93013,
93457,221.63
93458,221.63
93105,221.63
93111,221.63
93116,221.63
93454,
93455,221.63
93460,221.63
93456,221.63
93427,221.63
93067,221.63
93106,221.63
93440,221.63
93254,221.63
93110,221.63
93102,221.63
93109,221.63
93108,221.63
93190,221.63
93436,221.63
93160,221.63
93014,221.63
93438,221.63
93118,221.63
93120,221.63
93121,221.63
93463,221.63
93150,221.63
93252,
95030,209.35
95150,209.35
95109,209.35
95014,209.35
95046,209.35
95103,209.35
95071,209.35
95164,209.35
95038,209.35
95035,209.35
95170,209.35
94550,
95032,209.35
95117,209.35
95191,209.35
94039,209.35
95172,209.35
95015,209.35
95153,209.35
94306,209.35
95159,209.35
95054,209.35
95053,209.35
95051,209.35
95044,209.35
95173,209.35
95156,209.35
95002,209.35
95042,209.35
95190,209.35
95138,209.35
95123,209.35
94302,209.35
95128,209.35
95050,209.35
95120,209.35
95196,209.35
95194,209.35
95112,209.35
95132,209.35
94024,209.35
95108,209.35
95127,209.35
94085,209.35
95110,209.35
95070,209.35
94301,209.35
95151,209.35
95126,209.35
95154,209.35
95161,209.35
94303,
95136,209.35
94305,209.35
94035,209.35
94304,209.35
95130,209.35
94042,209.35
95193,209.35
95113,209.35
94309,209.35
95052,209.35
95157,209.35
95129,209.35
95152,209.35
95122,209.35
95155,209.35
95055,209.35
95125,209.35
95131,209.35
95106,209.35
94089,209.35
95037,209.35
95133,209.35
95011,209.35
95119,209.35
95148,209.35
94087,209.35
95021,209.35
94086,209.35
95033,
95023,
95115,209.35
95111,209.35
95020,209.35
94023,209.35
95135,209.35
95101,209.35
95116,209.35
94040,209.35
95008,209.35
94043,209.35
95026,209.35
95140,209.35
95124,209.35
94041,209.35
95076,
95121,209.35
95118,209.35
95158,209.35
95036,209.35
95139,209.35
94022,209.35
95134,209.35
95192,209.35
95013,209.35
95160,209.35
94088,209.35
95056,209.35
95031,209.35
95141,209.35
95009,209.35
95065,214.34
95077,214.34
95067,214.34
95003,214.34
95010,214.34
95017,214.34
95041,214.34
95018,214.34
95066,214.34
95019,214.34
95061,214.34
95064,214.34
95006,214.34
95063,214.34
95076,
95033,
95005,214.34
95060,214.34
95001,214.34
95073,214.34
95007,214.34
95062,214.34
96002,166.13
96069,166.13
96070,166.13
96071,166.13
96076,
96089,166.13
96087,166.13
96084,166.13
96088,166.13
96007,166.13
96073,166.13
96096,166.13
96033,166.13
96016,166.13
96017,166.13
96059,
96040,166.13
96011,166.13
96025,
96099,166.13
96056,
96062,166.13
96049,166.13
96003,166.13
96047,166.13
96079,166.13
96028,166.13
96022,
96051,166.13
96013,166.13
96095,166.13
96019,166.13
96065,166.13
96001,166.13
96008,166.13
95936,166.13
95910,166.13
95944,166.13
96126,166.13
96125,166.13
89439,
95922,
96118,166.13
95960,
96105,
96124,166.13
96064,166.13
96027,166.13
96085,166.13
96091,
96025,
96097,166.13
96037,166.13
96039,166.13
96044,166.13
96134,
96031,166.13
96058,166.13
96032,166.13
96086,166.13
96050,166.13
96067,166.13
96057,166.13
95568,166.13
96034,166.13
96023,166.13
96038,166.13
96094,166.13
96014,166.13
94535,183.94
94591,183.94
94592,183.94
95687,183.94
95618,
94533,183.94
94503,
94585,183.94
94510,183.94
95688,183.94
94571,
94512,183.94
95616,
94589,183.94
94590,183.94
95620,183.94
95625,183.94
95690,
94534,183.94
95694,
95696,183.94
95472,183.94
95412,183.94
94972,183.94
95487,183.94
95431,183.94
95452,183.94
95409,183.94
95430,183.94
95465,183.94
94923,183.94
95471,183.94
95405,183.94
95425,
95446,183.94
95448,183.94
94952,183.94
95492,183.94
94927,183.94
95404,183.94
95486,183.94
94951,183.94
94515,
95403,183.94
94955,183.94
95462,183.94
95433,183.94
95416,183.94
95497,183.94
95473,183.94
94926,183.94
95401,183.94
95476,
95450,183.94
95402,183.94
95442,183.94
94999,183.94
95480,183.94
95441,183.94
94931,183.94
95407,183.94
95436,183.94
94928,183.94
95406,183.94
94975,183.94
94922,183.94
94953,183.94
95421,183.94
95439,183.94
95444,183.94
94954,183.94
95419,183.94
95323,235.92
95307,235.92
95353,235.92
95385,
95387,235.92
95357,235.92
95360,235.92
95355,235.92
95397,235.92
95316,235.92
95319,235.92
95354,235.92
95363,235.92
95326,235.92
95322,
95356,235.92
95329,
95328,235.92
95350,235.92
95358,235.92
95351,235.92
95381,235.92
95361,
95382,235.92
95352,235.92
95230,
95386,235.92
95367,235.92
95304,
95313,235.92
95380,
95368,235.92
95953,166.13
95836,
95991,166.13
95674,166.13
95948,
95659,166.13
95993,166.13
95626,
95692,
95645,
95668,
95676,166.13
95648,
95992,166.13
95957,
95982,166.13
95837,
96061,166.13
96055,166.13
96078,166.13
96076,
96022,
96080,166.13
96092,166.13
96059,
96021,166.13
96074,166.13
95963,
96063,166.13
96090,166.13
96035,166.13
96075,166.13
96029,166.13
95973,
96010,166.13
96046,166.13
95563,166.13
96091,
96076,
96093,166.13
95527,166.13
95543,
96048,166.13
95595,166.13
95552,
96052,166.13
96024,166.13
95526,
96041,166.13
93235,235.92
93237,235.92
93633,235.92
93265,235.92
93238,
93292,235.92
93215,
93219,235.92
93262,235.92
93271,235.92
93278,235.92
93257,235.92
93615,235.92
93291,235.92
93603,235.92
93631,
93646,
93270,235.92
93256,235.92
93221,235.92
93267,235.92
93218,235.92
93527,
93275,235.92
93247,235.92
93227,235.92
93641,
93282,235.92
93201,235.92
93208,235.92
93212,
93673,235.92
93258,235.92
93207,235.92
93647,235.92
93272,235.92
93290,235.92
93260,235.92
93223,235.92
93244,235.92
93666,235.92
93274,235.92
93279,235.92
93286,235.92
93670,235.92
93654,
93261,235.92
93277,235.92
93618,
95311,
95383,166.13
95305,166.13
95230,
95309,166.13
95346,166.13
95375,166.13
95321,
95335,166.13
95379,166.13
95329,
95347,166.13
95364,166.13
95370,166.13
95327,166.13
95372,166.13
95373,166.13
95310,166.13
91304,221.63
93061,221.63
91362,221.63
93023,221.63
91358,221.63
93020,221.63
91377,221.63
93015,221.63
93005,221.63
93064,221.63
93099,221.63
93006,221.63
93065,221.63
93024,221.63
93013,
93001,221.63
93016,221.63
93009,221.63
93007,221.63
93012,221.63
93003,221.63
91361,221.63
91307,221.63
93010,221.63
93252,
93033,221.63
91311,221.63
93063,221.63
93036,221.63
93040,221.63
93066,221.63
93094,221.63
93060,221.63
93011,221.63
93031,221.63
93030,221.63
91319,221.63
91320,221.63
93004,221.63
90265,221.63
93022,221.63
93044,221.63
93002,221.63
93032,221.63
93042,221.63
93041,221.63
91359,221.63
93021,221.63
93062,221.63
93043,221.63
93035,221.63
91360,221.63
93034,221.63
95607,195.66
95627,195.66
95605,195.66
95606,195.66
95937,195.66
95615,
95617,195.66
95695,195.66
95798,195.66
95645,
95697,195.66
95799,195.66
95612,195.66
95912,
95679,195.66
95616,
95694,
95618,
95653,195.66
95776,195.66
95698,195.66
95691,195.66
95637,195.66
95981,
95918,166.13
95903,166.13
95919,166.13
95966,
95960,
95962,166.13
95961,166.13
95901,
95914,
95922,
95977,
95972,166.13
95935,166.13
95941,
95692,
95925,
80102,
80602,195.66
80249,
80045,
80212,
80229,195.66
80260,195.66
80030,195.66
80233,195.66
80002,
80024,195.66
80019,195.66
80042,195.66
80216,
80031,
80136,
80105,
80247,
80103,
80221,
80020,
80137,
80642,
80701,
80010,
80037,195.66
80011,
80035,195.66
80603,
80241,195.66
80234,
80040,195.66
80614,195.66
80036,195.66
80601,195.66
80643,
80640,195.66
80022,195.66
80023,
80654,
80003,
81101,
81102,237.91
81136,
81125,
81146,237.91
81140,
81144,
80137,
80012,195.66
80018,195.66
80138,
80122,195.66
80016,195.66
80013,195.66
80121,195.66
80113,195.66
80041,195.66
80120,
80111,
80136,
80017,195.66
80046,195.66
80247,
80045,
80129,
80246,
80160,195.66
80110,
80236,
80044,195.66
80105,
80123,
80015,195.66
80010,
80014,
80150,195.66
80102,
80047,195.66
80103,
80165,195.66
80112,
80155,195.66
80151,195.66
80011,
80231,
80166,195.66
80128,
80222,
80161,195.66
81128,214.34
81147,214.34
81157,214.34
81121,214.34
81122,
81090,
81029,237.91
81041,
81064,
81047,
81087,237.91
81073,237.91
81084,
81044,237.91
81057,237.91
81050,
81092,
81052,
81038,237.91
81054,237.91
80403,
80516,
80466,166.13
80510,
80025,166.13
80471,166.13
80422,
80540,
80455,166.13
80503,
80302,166.13
80307,166.13
80501,
80301,166.13
80513,
80502,166.13
80533,166.13
80308,166.13
80544,166.13
80481,166.13
80305,166.13
80303,166.13
80310,166.13
80020,
80306,166.13
80314,166.13
80504,
80027,166.13
80304,166.13
80309,166.13
80026,166.13
80020,
80038,195.66
80234,
80021,
80023,
81211,237.91
81251,
81228,
81201,
81227,237.91
81236,237.91
81242,237.91
67762,
81045,
80810,237.91
80802,237.91
80825,237.91
80862,237.91
80476,195.66
80444,195.66
80436,195.66
80439,
80438,195.66
80452,195.66
81120,237.91
81141,237.91
81151,
81148,237.91
81140,
81129,237.91
81101,
81124,237.91
81126,237.91
81133,237.91
81123,237.91
81151,
81152,237.91
81138,237.91
81063,
81062,
81058,
81076,
81039,
81034,237.91
81033,237.91
81069,
81069,
81252,237.91
81253,
81418,214.34
81413,214.34
81425,
81428,214.34
81419,214.34
81415,
81420,214.34
81414,214.34
81434,
81416,
81410,214.34
80235,
80264,195.66
80212,
80266,195.66
80203,195.66
80291,195.66
80251,195.66
80214,
80210,195.66
80209,195.66
80211,195.66
80248,195.66
80226,
80112,
80281,195.66
80219,195.66
80259,195.66
80207,195.66
80110,
80014,
80293,195.66
80111,
80223,195.66
80250,195.66
80249,
80246,
80273,195.66
80274,195.66
80218,195.66
80256,195.66
80243,195.66
80265,195.66
80221,
80252,195.66
80262,195.66
80224,195.66
80236,
80216,
80208,195.66
80295,195.66
80239,195.66
80247,
80271,195.66
80222,
80299,195.66
80230,195.66
80261,195.66
80217,195.66
80244,195.66
80290,195.66
80294,195.66
80220,195.66
80263,195.66
80237,195.66
80227,
80257,195.66
80238,195.66
80232,
80123,
80231,
80202,195.66
80201,195.66
80206,195.66
80204,195.66
80205,195.66
81320,214.34
81332,214.34
81325,
81324,
80118,195.66
80116,195.66
80125,
80108,195.66
80163,195.66
80134,
80126,195.66
80120,
80109,195.66
80130,195.66
80106,
80129,
80138,
80131,195.66
80135,
80112,
80104,195.66
80124,195.66
81632,214.34
81645,214.34
80423,214.34
81631,214.34
81637,
80463,
81658,214.34
81620,214.34
81657,214.34
81623,
81649,214.34
81621,
81655,214.34
80426,214.34
80138,
80830,195.66
80117,195.66
80832,
80831,
80105,
80102,
80835,
80101,195.66
80833,
80808,
80107,195.66
80828,
80106,
80134,
80922,183.94
80831,
80938,183.94
80932,183.94
80913,183.94
80133,183.94
80995,183.94
80910,183.94
80927,183.94
80917,183.94
80925,183.94
80946,183.94
80921,183.94
80819,183.94
80905,183.94
80934,183.94
80931,183.94
80924,183.94
80914,183.94
80920,183.94
80841,183.94
80962,183.94
80947,183.94
80997,183.94
80941,183.94
80809,183.94
80911,183.94
80944,183.94
80832,
80939,183.94
80928,183.94
80902,183.94
80863,
80835,
80817,
80977,183.94
80960,183.94
80919,183.94
80926,
80951,183.94
80106,
80840,183.94
81008,
81226,
80908,183.94
80915,183.94
80970,183.94
80901,183.94
80918,183.94
80906,183.94
80949,183.94
80930,183.94
80945,183.94
80936,183.94
80937,183.94
80942,183.94
80935,183.94
80923,183.94
80912,183.94
80864,183.94
80916,183.94
80950,183.94
80929,183.94
80903,183.94
80132,183.94
80933,183.94
80808,
80904,183.94
80829,183.94
80907,183.94
80909,183.94
80943,183.94
80833,
81244,237.91
81221,237.91
81253,
81226,
81212,237.91
81290,237.91
80926,
81232,237.91
81222,237.91
81240,237.91
81215,237.91
81201,
81233,237.91
81223,237.91
81647,214.34
81641,
81623,
81602,214.34
81630,
81652,214.34
81601,214.34
81650,
81636,214.34
81635,214.34
81637,
80474,195.66
80403,
80422,
80427,195.66
80442,214.34
80446,214.34
80482,214.34
80478,214.34
80468,214.34
80447,214.34
80451,214.34
80459,
80498,
81243,214.34
81434,
81210,214.34
81241,214.34
81239,214.34
81237,214.34
81247,214.34
81225,214.34
81224,214.34
81231,214.34
81623,
81230,214.34
81220,
81235,214.34
81055,237.91
81040,237.91
81069,
81089,
80430,214.34
80434,214.34
80473,214.34
80480,214.34
80031,
80127,195.66
80214,
80212,
80004,195.66
80006,195.66
80215,195.66
80001,195.66
80162,195.66
80433,195.66
80225,195.66
80232,
80454,195.66
80128,
80465,195.66
80227,
80401,195.66
80123,
80403,
80034,195.66
80005,195.66
80125,
80226,
80437,195.66
80235,
80033,195.66
80228,195.66
80402,195.66
80007,195.66
80020,
80470,
80457,195.66
80135,
80439,
80425,195.66
80002,
80419,195.66
80021,
80003,
80453,195.66
81021,
81036,237.91
81047,
81092,
81071,237.91
81045,
81076,
80836,237.91
80807,
80834,
80805,237.91
80815,
80861,237.91
80429,214.34
80461,214.34
81251,
81228,
81122,
81326,214.34
81137,214.34
81301,
81302,214.34
81328,
81303,214.34
81329,214.34
80534,
80511,166.13
80550,
80517,166.13
80536,166.13
80504,
80545,166.13
82070,
80512,166.13
80525,166.13
80538,166.13
80510,
80524,
80515,166.13
80522,166.13
80549,
80521,166.13
80513,
82063,
80523,166.13
80547,166.13
80540,
80553,166.13
80539,166.13
80537,
80532,166.13
80535,166.13
80503,
80527,166.13
80528,166.13
80541,166.13
80612,
80526,166.13
81064,
81081,237.91
81082,237.91
81039,
81049,237.91
81027,237.91
81091,237.91
81059,
81046,237.91
81089,
81020,237.91
81024,237.91
81063,
80823,237.91
80818,
81045,
80828,
80826,237.91
80804,237.91
80832,
81021,
80821,237.91
80833,
81076,
80731,
80726,237.91
80722,237.91
80745,237.91
80741,
80747,237.91
80736,237.91
80751,237.91
80728,237.91
80743,
81506,183.94
81521,183.94
81504,183.94
81525,183.94
81630,
81643,183.94
81523,183.94
81624,183.94
81507,183.94
81505,183.94
81503,183.94
81527,183.94
81524,183.94
81520,183.94
81526,183.94
81646,183.94
81502,183.94
81522,183.94
81501,183.94
81154,
81130,237.91
81633,214.34
81626,214.34
81640,214.34
81610,214.34
81641,
81625,
81638,
81653,214.34
81331,214.34
81334,214.34
81328,
81327,214.34
81323,214.34
81335,214.34
81330,214.34
81321,214.34
81220,
81416,
81403,
81424,214.34
81425,
81411,214.34
81402,214.34
81429,214.34
81431,214.34
81422,214.34
81401,
81415,
80750,237.91
80653,237.91
80654,
80649,
80701,
80705,237.91
80733,
80742,
80741,
80723,
81039,
81030,237.91
81050,
81058,
81067,237.91
81077,237.91
81059,
81432,214.34
81427,214.34
81403,
81401,
80475,195.66
80827,
80421,195.66
80820,195.66
80816,
80449,195.66
80470,
80456,195.66
80448,195.66
80420,195.66
80432,195.66
80440,195.66
80731,
80734,
80746,237.91
80721,237.91
81654,214.34
81611,214.34
81621,
81612,214.34
81623,
81615,214.34
81642,214.34
81656,214.34
81092,
81043,237.91
81084,
81041,
81047,
81090,
81052,
81019,209.35
81022,209.35
81062,
81010,209.35
81009,209.35
81006,209.35
81002,209.35
81004,209.35
81025,209.35
81039,
81253,
81011,209.35
81007,209.35
81012,209.35
81008,
81001,209.35
81003,209.35
81069,
80817,
81005,209.35
81023,209.35
80467,
81638,
81641,
81650,
81648,214.34
81125,
81132,
81135,237.91
81140,
81151,
81154,
81144,
80487,214.34
80467,
80463,
80483,214.34
81625,
80488,214.34
80428,214.34
80477,214.34
81639,214.34
80469,214.34
81638,
80479,214.34
81132,
81131,237.91
81125,
81136,
81149,237.91
81248,237.91
81143,237.91
81155,237.91
81433,214.34
81301,
81435,214.34
81430,214.34
81324,
81325,
81423,214.34
81426,214.34
69168,237.91
80737,237.91
80749,237.91
80744,237.91
80443,214.34
80435,214.34
80498,
80459,
80497,214.34
80424,214.34
80860,183.94
80866,183.94
80813,183.94
80135,
80814,183.94
80863,
80816,
80827,
80815,
80720,237.91
80801,237.91
80743,
80741,
80812,237.91
80723,
80740,237.91
80733,
80757,237.91
80818,
80834,
69145,165.5
80631,165.5
69128,165.5
80645,165.5
82082,
80504,
80632,165.5
80638,165.5
80542,165.5
80643,
80603,
80612,
80543,165.5
80642,
80550,
80524,
80651,165.5
80534,
80634,165.5
80650,165.5
80742,
80729,165.5
80620,165.5
80654,
80623,165.5
80551,165.5
80644,165.5
80754,165.5
80615,165.5
80621,165.5
80639,165.5
80501,
80520,165.5
80649,
80537,
80646,165.5
80530,165.5
80611,165.5
80516,
80610,165.5
80549,
80633,165.5
80648,165.5
80652,165.5
80622,165.5
80514,165.5
80513,
80624,165.5
80546,165.5
80732,165.5
67756,
80755,237.91
80759,237.91
80824,237.91
80735,237.91
80727,237.91
80807,
80734,
80758,237.91
80822,237.91
80731,
06404,166.13
06440,166.13
06468,166.13
12594,
06470,166.13
06482,166.13
06484,166.13
06491,166.13
06601,166.13
06602,166.13
06604,166.13
06605,166.13
06606,166.13
06607,166.13
06608,166.13
06610,166.13
06611,166.13
06612,166.13
06614,166.13
06615,166.13
06650,166.13
06673,166.13
06699,166.13
06784,
06801,166.13
06804,166.13
06807,166.13
06810,166.13
06811,166.13
06812,166.13
06813,166.13
06814,166.13
06816,166.13
06817,166.13
06820,166.13
06824,166.13
06825,166.13
06828,166.13
06829,166.13
06830,166.13
06831,166.13
06836,166.13
06838,166.13
06840,166.13
06850,166.13
06851,166.13
06852,166.13
06853,166.13
06854,166.13
06855,166.13
06856,166.13
06857,166.13
06858,166.13
06859,166.13
06860,166.13
06870,166.13
06875,166.13
06876,166.13
06877,166.13
06878,166.13
06879,166.13
06880,166.13
06881,166.13
06883,166.13
06888,166.13
06889,166.13
06890,166.13
06896,166.13
06897,166.13
06901,166.13
06902,166.13
06903,166.13
06904,166.13
06905,166.13
06906,166.13
06907,166.13
06910,166.13
06911,166.13
06912,166.13
06913,166.13
06914,166.13
06920,166.13
06921,166.13
06922,166.13
06925,166.13
06926,166.13
06927,166.13
06928,166.13
10506,
10509,
10573,
10576,
10590,
06011,183.94
06013,183.94
06016,183.94
06019,183.94
06020,183.94
06022,183.94
06023,183.94
06025,183.94
06026,183.94
06027,183.94
06028,183.94
06030,183.94
06032,183.94
06033,183.94
06034,183.94
06035,183.94
06037,183.94
06040,
06041,183.94
06042,
06043,
06045,183.94
06050,183.94
06051,183.94
06052,183.94
06053,183.94
06059,183.94
06060,183.94
06062,183.94
06064,183.94
06067,183.94
06070,183.94
06073,183.94
06074,183.94
06078,183.94
06080,183.94
06081,183.94
06082,183.94
06083,183.94
06084,
06085,183.94
06087,183.94
06010,183.94
06088,183.94
06090,183.94
06091,183.94
06092,183.94
06093,183.94
06095,183.94
06096,183.94
06101,183.94
06102,183.94
06103,183.94
06104,183.94
06105,183.94
06106,183.94
06107,183.94
06108,183.94
06109,183.94
06110,183.94
06111,183.94
06112,183.94
06114,183.94
06115,183.94
06117,183.94
06118,183.94
06119,183.94
06120,183.94
06123,183.94
06126,183.94
06127,183.94
06128,183.94
06089,183.94
06131,183.94
06132,183.94
06133,183.94
06134,183.94
06137,183.94
06138,183.94
06140,183.94
06141,183.94
06142,183.94
06143,183.94
06144,183.94
06145,183.94
06146,183.94
06147,183.94
06150,183.94
06129,183.94
06151,183.94
06152,183.94
06153,183.94
06154,183.94
06155,183.94
06156,183.94
06160,183.94
06161,183.94
06167,183.94
06176,183.94
06180,183.94
06183,183.94
06199,183.94
06002,183.94
06006,183.94
06444,183.94
06447,183.94
06467,183.94
06479,183.94
06489,183.94
06001,183.94
06021,195.66
06018,195.66
06024,195.66
06031,195.66
06039,195.66
06058,195.66
06061,195.66
06057,195.66
06063,195.66
06065,195.66
06068,195.66
06069,195.66
06079,195.66
06094,195.66
12501,
06098,195.66
06750,195.66
06751,195.66
06752,195.66
06753,195.66
06754,195.66
06755,195.66
06756,195.66
06757,195.66
06759,195.66
06763,195.66
06776,195.66
06777,195.66
06758,195.66
06779,195.66
06781,195.66
06782,195.66
06778,195.66
06783,195.66
06784,
06785,195.66
06787,195.66
06790,195.66
06791,195.66
06792,195.66
06793,195.66
06794,195.66
06795,195.66
06786,195.66
06796,195.66
06798,195.66
06413,166.13
06414,166.13
06415,
06416,166.13
06419,166.13
06420,
06422,166.13
06417,166.13
06424,166.13
06426,166.13
06423,166.13
06438,166.13
06441,166.13
06412,166.13
06442,166.13
06455,166.13
06456,166.13
06459,166.13
06457,166.13
06409,166.13
06469,166.13
06481,166.13
06475,166.13
06480,166.13
06498,166.13
06514,
06410,183.94
06411,183.94
06401,183.94
06408,183.94
06403,183.94
06405,183.94
06418,183.94
06437,183.94
06443,183.94
06451,183.94
06450,183.94
06460,183.94
06461,183.94
06472,183.94
06473,183.94
06477,183.94
06478,183.94
06471,183.94
06483,183.94
06487,183.94
06488,183.94
06493,183.94
06494,183.94
06492,183.94
06495,183.94
06501,183.94
06502,183.94
06503,183.94
06504,183.94
06505,183.94
06506,183.94
06507,183.94
06508,183.94
06509,183.94
06510,183.94
06511,183.94
06512,183.94
06513,183.94
06514,
06515,183.94
06516,183.94
06517,183.94
06518,183.94
06519,183.94
06520,183.94
06521,183.94
06524,183.94
06525,183.94
06530,183.94
06531,183.94
06533,183.94
06534,183.94
06535,183.94
06536,183.94
06537,183.94
06538,183.94
06540,183.94
06532,183.94
06701,183.94
06702,183.94
06703,183.94
06704,183.94
06705,183.94
06706,183.94
06708,183.94
06710,183.94
06712,183.94
06720,183.94
06721,183.94
06722,183.94
06723,183.94
06724,183.94
06725,183.94
06726,183.94
06716,183.94
06749,183.94
06762,183.94
06770,183.94
06231,
06249,165.5
06254,165.5
06320,165.5
06330,
06333,165.5
06334,165.5
06335,165.5
06336,165.5
06338,165.5
06339,165.5
06340,165.5
06349,165.5
06350,165.5
06351,165.5
06353,165.5
06355,165.5
06357,165.5
06359,165.5
06360,165.5
06365,165.5
06376,165.5
06378,165.5
06379,165.5
06380,165.5
06382,165.5
06383,165.5
06384,
06385,165.5
06371,165.5
06372,165.5
06389,165.5
06375,165.5
06388,165.5
06370,165.5
06415,
06420,
06439,165.5
06474,165.5
06029,209.35
06040,
06042,
06043,
06066,209.35
06071,209.35
06072,209.35
06075,209.35
06076,
06077,209.35
06084,
06226,
06232,209.35
06237,209.35
06238,209.35
06242,
06231,
06250,
06248,209.35
06251,209.35
06265,209.35
06279,209.35
06269,209.35
06268,209.35
06076,
06226,
06230,237.91
06235,237.91
06233,237.91
06234,237.91
06239,237.91
06241,237.91
06242,
06243,237.91
06244,237.91
06245,237.91
06246,237.91
06247,237.91
06250,
06255,237.91
06258,237.91
06259,237.91
06260,237.91
06256,237.91
06263,237.91
06262,237.91
06264,237.91
06267,237.91
06266,237.91
06278,237.91
06277,237.91
06280,237.91
06281,237.91
06282,237.91
06331,237.91
06330,
06332,237.91
06354,237.91
06373,237.91
06374,237.91
06377,237.91
06384,
06387,237.91
19901,166.13
19902,166.13
19903,166.13
19904,166.13
19905,166.13
19906,166.13
19934,166.13
19936,166.13
19938,
19943,166.13
19946,166.13
19950,
19952,
19953,166.13
19954,166.13
19955,166.13
19961,166.13
19962,166.13
19963,
19964,166.13
19977,
19979,166.13
19980,166.13
19701,166.13
19702,166.13
19703,166.13
19706,166.13
19707,166.13
19708,166.13
19709,166.13
19710,166.13
19711,166.13
19712,166.13
19713,166.13
19714,166.13
19715,166.13
19716,166.13
19717,166.13
19718,166.13
19720,166.13
19721,166.13
19725,166.13
19726,166.13
19730,166.13
19731,166.13
19732,166.13
19733,166.13
19734,166.13
19735,166.13
19736,166.13
19801,166.13
19802,166.13
19803,166.13
19804,166.13
19805,166.13
19806,166.13
19807,166.13
19808,166.13
19809,166.13
19810,166.13
19850,166.13
19880,166.13
19884,166.13
19885,166.13
19886,166.13
19890,166.13
19891,166.13
19892,166.13
19893,166.13
19894,166.13
19895,166.13
19896,166.13
19897,166.13
19898,166.13
19899,166.13
19938,
19977,
19930,166.13
19931,166.13
19933,166.13
19939,166.13
19940,166.13
19941,166.13
19944,166.13
19945,166.13
19947,166.13
19950,
19951,166.13
19952,
19956,166.13
19958,166.13
19960,166.13
19963,
19966,166.13
19967,166.13
19969,166.13
19970,166.13
19971,166.13
19968,166.13
19973,
19975,166.13
56972,166.13
20001,166.13
56902,166.13
20002,166.13
56915,166.13
20003,166.13
56933,166.13
20004,166.13
56904,166.13
20005,166.13
56998,166.13
20006,166.13
56920,166.13
20007,166.13
56999,166.13
20008,166.13
56944,166.13
20009,166.13
56935,166.13
20010,166.13
56967,166.13
20011,166.13
56901,166.13
20012,166.13
56945,166.13
20013,166.13
56965,166.13
20015,166.13
56950,166.13
20016,166.13
20017,166.13
20018,166.13
20019,166.13
20020,166.13
20022,166.13
20023,166.13
20024,166.13
20026,166.13
20027,166.13
20029,166.13
20030,166.13
20032,166.13
20033,166.13
20035,166.13
20036,166.13
20037,166.13
20038,166.13
20039,166.13
20040,166.13
20041,
20042,166.13
20043,166.13
20044,166.13
20045,166.13
20046,166.13
20047,166.13
20049,166.13
20050,166.13
20051,166.13
20052,166.13
20053,166.13
20055,166.13
20056,166.13
20057,166.13
20058,166.13
20059,166.13
20060,166.13
20061,166.13
20062,166.13
20063,166.13
20064,166.13
20065,166.13
20066,166.13
20067,166.13
20068,166.13
20069,166.13
20070,166.13
20071,166.13
20073,166.13
20074,166.13
20075,166.13
20076,166.13
20077,166.13
20078,166.13
20080,166.13
20081,166.13
20082,166.13
20088,166.13
20090,166.13
20091,166.13
20097,166.13
20098,166.13
20201,166.13
20202,166.13
20203,166.13
20204,166.13
20206,166.13
20207,166.13
20208,166.13
20210,166.13
20211,166.13
20212,166.13
20213,166.13
20214,166.13
20215,166.13
20216,166.13
20217,166.13
20218,166.13
20219,166.13
20220,166.13
20221,166.13
20222,166.13
20223,166.13
20224,166.13
20226,166.13
20227,166.13
20228,166.13
20229,166.13
20230,166.13
20232,166.13
20233,166.13
20235,166.13
20237,166.13
20238,166.13
20239,166.13
20240,166.13
20241,166.13
20242,166.13
20244,166.13
20245,166.13
20250,166.13
20251,166.13
20252,166.13
20254,166.13
20260,166.13
20261,166.13
20262,166.13
20265,166.13
20266,166.13
20268,166.13
20270,166.13
20277,166.13
20289,166.13
20299,166.13
20301,166.13
20303,166.13
20306,166.13
20310,166.13
20314,166.13
20317,166.13
20318,166.13
20319,166.13
20330,166.13
20340,166.13
20350,166.13
20355,166.13
20370,166.13
20372,166.13
20373,166.13
20374,166.13
20375,166.13
20376,166.13
20380,166.13
20388,166.13
20389,166.13
20390,166.13
20391,166.13
20392,166.13
20393,166.13
20394,166.13
20395,166.13
20398,166.13
20401,166.13
20402,166.13
20403,166.13
20404,166.13
20405,166.13
20406,166.13
20407,166.13
20408,166.13
20409,166.13
20410,166.13
20411,166.13
20412,166.13
20413,166.13
20414,166.13
20415,166.13
20416,166.13
20417,166.13
20418,166.13
20419,166.13
20420,166.13
20421,166.13
20422,166.13
20423,166.13
20424,166.13
20425,166.13
20426,166.13
20427,166.13
20428,166.13
20429,166.13
20431,166.13
20433,166.13
20434,166.13
20435,166.13
20436,166.13
20437,166.13
20439,166.13
20440,166.13
20441,166.13
20442,166.13
20444,166.13
20447,166.13
20451,166.13
20453,166.13
20456,166.13
20460,166.13
20463,166.13
20468,166.13
20469,166.13
20470,166.13
20472,166.13
20500,166.13
20501,166.13
20502,166.13
20503,166.13
20504,166.13
20505,166.13
20506,166.13
20507,166.13
20508,166.13
20509,166.13
20510,166.13
20511,166.13
20515,166.13
20520,166.13
20521,166.13
20522,166.13
20523,166.13
20524,166.13
20525,166.13
20526,166.13
20527,166.13
20528,166.13
20529,166.13
20530,166.13
20531,166.13
20532,166.13
20533,166.13
20534,166.13
20535,166.13
20536,166.13
20537,166.13
20538,166.13
20539,166.13
20540,166.13
20541,166.13
20542,166.13
20543,166.13
